System,Stock,Age,FC_Year,AvgRankByAge,ModelLabel,PointFC,p10,p25,p50,p75,p90
Bristol Bay,Naknek,Total,2026,3.3333333333333335,TimeSeriesExpSmoothNoBC,5741541,2924192,4008531,5430549,6931752,8273931
Bristol Bay,Nushagak,Age 3,2021,1.3333333333333333,Naive4,8983,49,444,4737,61430,370664
Bristol Bay,Nushagak,Age 3,2021,4,SibRegSimple,8313,47,520,4874,63014,360581
Bristol Bay,Nushagak,Age 3,2021,4,SibRegLogPower,8313,56,411,3907,39355,215664
Bristol Bay,Nushagak,Age 3,2021,4,SibRegKalman,8313,31,412,5246,66841,239643
Bristol Bay,Nushagak,Age 3,2022,1.3333333333333333,Naive4,7024,29,404,6292,54955,239756
Bristol Bay,Nushagak,Age 3,2022,4,SibRegSimple,8136,54,486,7416,74214,489297
Bristol Bay,Nushagak,Age 3,2022,4,SibRegLogPower,8136,38,389,5662,35953,295187
Bristol Bay,Nushagak,Age 3,2022,4,SibRegKalman,8136,13,262,3984,41994,272204
Bristol Bay,Nushagak,Age 3,2023,1.3333333333333333,Naive4,5166,31,216,2390,21744,139463
Bristol Bay,Nushagak,Age 3,2023,4,SibRegSimple,6175,26,284,3845,39872,238499
Bristol Bay,Nushagak,Age 3,2023,4,SibRegLogPower,6175,34,369,5226,44461,206614
Bristol Bay,Nushagak,Age 3,2023,4,SibRegKalman,6175,33,344,4509,42250,212494
Bristol Bay,Nushagak,Age 3,2024,1.3333333333333333,Naive4,7051,28,301,3994,40266,157298
Bristol Bay,Nushagak,Age 3,2024,4,SibRegSimple,7067,42,430,5938,58590,461187
Bristol Bay,Nushagak,Age 3,2024,4,SibRegLogPower,7067,31,456,5003,44978,246838
Bristol Bay,Nushagak,Age 3,2024,4,SibRegKalman,7067,40,390,2928,27468,152390
Bristol Bay,Nushagak,Age 3,2025,1.3333333333333333,Naive4,7321,78,628,6708,60139,295076
Bristol Bay,Nushagak,Age 3,2025,4,SibRegSimple,7057,26,336,3668,33830,183079
Bristol Bay,Nushagak,Age 3,2025,4,SibRegLogPower,7057,68,422,5254,43522,232533
Bristol Bay,Nushagak,Age 3,2025,4,SibRegKalman,7057,38,460,4299,33394,179231
Bristol Bay,Nushagak,Age 3,2026,1.3333333333333333,Naive4,6786,41,380,3875,35577,204874
Bristol Bay,Nushagak,Age 3,2026,4,SibRegSimple,6378,24,362,4183,40404,173504
Bristol Bay,Nushagak,Age 3,2026,4,SibRegLogPower,6378,49,444,3484,36526,187471
Bristol Bay,Nushagak,Age 3,2026,4,SibRegKalman,6378,23,243,3567,38138,182586
Bristol Bay,Nushagak,Age 4,2021,2.4166666666666665,Naive4,1729391,168376,410552,1210720,3762351,7889805
Bristol Bay,Nushagak,Age 4,2021,3.25,TimeSeriesArimaBC,1383799,137868,358535,1201264,3345244,6032431
Bristol Bay,Nushagak,Age 4,2021,4,SibRegKalman,322885,23867,72466,246032,654167,1583288
Bristol Bay,Nushagak,Age 4,2022,2.1666666666666665,Naive4,2978918,216358,672964,2180919,7771698,18648771
Bristol Bay,Nushagak,Age 4,2022,3.3333333333333335,TimeSeriesArimaBC,3631294,280060,842538,2820705,7563040,17800594
Bristol Bay,Nushagak,Age 4,2022,4.333333333333333,TimeSeriesArimaNoBC,8584679,552272,1611506,6682741,24310824,56623881
Bristol Bay,Nushagak,Age 4,2022,4.333333333333333,TimeSeriesExpSmoothBC,3318276,230791,710076,2513680,6878845,14865486
Bristol Bay,Nushagak,Age 4,2023,2.1666666666666665,Naive4,3117317,249763,799650,2583408,6922677,16971846
Bristol Bay,Nushagak,Age 4,2023,3.8333333333333335,TimeSeriesArimaBC,3195933,181428,702885,2361319,6774588,15158715
Bristol Bay,Nushagak,Age 4,2023,4.166666666666667,SibRegKalman,512311,36526,113888,365705,1363773,3627252
Bristol Bay,Nushagak,Age 4,2024,2.4166666666666665,Naive4,3065672,225409,669080,2324008,6521274,14138556
Bristol Bay,Nushagak,Age 4,2024,3.3333333333333335,SibRegKalman,528820,31843,107024,433836,1251502,2877475
Bristol Bay,Nushagak,Age 4,2024,3.4166666666666665,Naive8,2245622,110678,479751,1451404,4930506,12524540
Bristol Bay,Nushagak,Age 4,2025,2.3333333333333335,Naive4,3740663,359202,805966,2486483,7491706,17007445
Bristol Bay,Nushagak,Age 4,2025,3.8333333333333335,Naive8,2735027,165973,559112,2441550,8121580,16620242
Bristol Bay,Nushagak,Age 4,2025,4.083333333333333,TimeSeriesArimaBC,3217656,234527,743743,2277826,6485630,15952958
Bristol Bay,Nushagak,Age 4,2026,2.1666666666666665,Naive4,2818810,262754,621295,1956040,5603946,12378590
Bristol Bay,Nushagak,Age 4,2026,3.8333333333333335,Naive8,2898864,197025,686578,2370321,7709470,15332522
Bristol Bay,Nushagak,Age 4,2026,4,TimeSeriesArimaBC,4953207,439589,1126578,3884453,12214340,24718796
Bristol Bay,Nushagak,Age 5,2021,1.9166666666666667,TimeSeriesArimaNoBC,2065557,783006,1137024,1783115,2837476,3695429
Bristol Bay,Nushagak,Age 5,2021,2.9166666666666665,SibRegLogPower,2248737,730692,1199832,1936602,3109830,4289416
Bristol Bay,Nushagak,Age 5,2021,3,TimeSeriesExpSmoothNoBC,3556748,1222530,1963444,3270340,5002931,7031922
Bristol Bay,Nushagak,Age 5,2022,2.3333333333333335,TimeSeriesExpSmoothNoBC,4588935,1796633,2637121,4000786,6032442,8066520
Bristol Bay,Nushagak,Age 5,2022,2.6666666666666665,Naive4,5069854,2064324,2958168,4640790,6876928,9705067
Bristol Bay,Nushagak,Age 5,2022,3.1666666666666665,TimeSeriesArimaNoBC,4737719,1724473,2757080,4326240,6718984,9487747
Bristol Bay,Nushagak,Age 5,2023,3.3333333333333335,Naive4,6606498,2452616,3648608,5776168,8795505,11784546
Bristol Bay,Nushagak,Age 5,2023,3.3333333333333335,TimeSeriesExpSmoothNoBC,8280779,2750767,4405140,6955780,11465942,15895372
Bristol Bay,Nushagak,Age 5,2023,3.6666666666666665,TimeSeriesArimaNoBC,14446282,4910505,8150191,13624800,22103012,30529101
Bristol Bay,Nushagak,Age 5,2024,3.25,Naive4,6859880,2420549,3801594,5820256,9002279,11959492
Bristol Bay,Nushagak,Age 5,2024,3.75,TimeSeriesExpSmoothNoBC,6964179,2502349,3801686,6449382,9748374,13398623
Bristol Bay,Nushagak,Age 5,2024,4.5,SibRegKalman,2880662,717477,1276684,2355952,4127370,6481018
Bristol Bay,Nushagak,Age 5,2025,3.1666666666666665,SibRegLogPower,3595964,1313849,2131686,3516833,5570278,7134203
Bristol Bay,Nushagak,Age 5,2025,3.5833333333333335,Naive4,6658899,2290601,3607246,6131942,9398590,13314718
Bristol Bay,Nushagak,Age 5,2025,3.5833333333333335,SibRegKalman,8514446,1922912,3819594,7047613,13053722,19517978
Bristol Bay,Nushagak,Age 5,2026,3.25,Naive4,6650600,2346001,3478426,5945037,9228080,12688972
Bristol Bay,Nushagak,Age 5,2026,3.5833333333333335,SibRegKalman,8711316,2352922,3959002,7043221,12437312,18509046
Bristol Bay,Nushagak,Age 5,2026,3.75,SibRegLogPower,3923401,1389979,2139657,3380907,5440524,7503888
Bristol Bay,Nushagak,Age 6,2021,2,TimeSeriesExpSmoothNoBC,108558,9621,26424,77558,286562,651888
Bristol Bay,Nushagak,Age 6,2021,3.1666666666666665,TimeSeriesArimaNoBC,85536,6012,22550,81135,232885,578704
Bristol Bay,Nushagak,Age 6,2021,3.5,Naive8,87986,6919,19471,67059,234692,524800
Bristol Bay,Nushagak,Age 6,2022,2,TimeSeriesExpSmoothNoBC,104625,10054,26082,91607,262990,533718
Bristol Bay,Nushagak,Age 6,2022,3.1666666666666665,TimeSeriesArimaNoBC,92998,7117,19840,70014,206254,472545
Bristol Bay,Nushagak,Age 6,2022,3.5833333333333335,Naive8,89420,7033,21898,63891,194586,525756
Bristol Bay,Nushagak,Age 6,2022,3.5833333333333335,SibRegSimple,310673,27667,84366,253592,732335,1690421
Bristol Bay,Nushagak,Age 6,2023,2,TimeSeriesExpSmoothNoBC,115257,9501,36745,113727,322269,601564
Bristol Bay,Nushagak,Age 6,2023,3.1666666666666665,TimeSeriesArimaNoBC,122785,9790,35428,114830,346700,856571
Bristol Bay,Nushagak,Age 6,2023,3.5,SibRegKalman,416308,14093,86144,428887,2013000,6033802
Bristol Bay,Nushagak,Age 6,2024,2,SibRegKalman,183051,7230,36476,150856,727280,2257264
Bristol Bay,Nushagak,Age 6,2024,2.5,TimeSeriesExpSmoothNoBC,144787,17783,44232,133369,381724,791702
Bristol Bay,Nushagak,Age 6,2024,3.5,SibRegSimple,181981,17580,46744,155403,469868,1097722
Bristol Bay,Nushagak,Age 6,2024,3.5,TimeSeriesArimaNoBC,181621,17967,51351,145016,390494,1005112
Bristol Bay,Nushagak,Age 6,2025,2,SibRegKalman,94411,3099,17558,88407,396904,1328105
Bristol Bay,Nushagak,Age 6,2025,2.5,TimeSeriesExpSmoothNoBC,106589,9598,30300,84287,246556,701862
Bristol Bay,Nushagak,Age 6,2025,3.3333333333333335,SibRegSimple,41193,4333,11858,36598,106218,243881
Bristol Bay,Nushagak,Age 6,2026,2.1666666666666665,SibRegKalman,220583,6569,33068,163313,606000,1879159
Bristol Bay,Nushagak,Age 6,2026,2.5,TimeSeriesExpSmoothNoBC,106297,10325,33314,91790,291926,698686
Bristol Bay,Nushagak,Age 6,2026,3.3333333333333335,SibRegSimple,244067,34214,71752,190240,533560,1017559
Bristol Bay,Nushagak,Total,2021,1.3333333333333333,TimeSeriesArimaNoBC,3387517,1494002,2225718,3247152,4507757,5850978
Bristol Bay,Nushagak,Total,2021,2.1666666666666665,TimeSeriesExpSmoothNoBC,4176113,1672943,2525032,3868828,5588626,7222183
Bristol Bay,Nushagak,Total,2021,3,Naive4,6433415,2379976,3753580,5781349,8136520,10367414
Bristol Bay,Nushagak,Total,2022,2.5,TimeSeriesArimaNoBC,13423681,4975148,7697010,11511509,17553900,22791081
Bristol Bay,Nushagak,Total,2022,2.6666666666666665,TimeSeriesExpSmoothNoBC,7718567,2891171,4463904,6489905,10871254,14231623
Bristol Bay,Nushagak,Total,2022,2.8333333333333335,Naive4,8149669,2876907,4416443,6923653,10069537,13955988
Bristol Bay,Nushagak,Total,2023,1.6666666666666667,TimeSeriesArimaNoBC,18044349,7447690,10608252,16136522,22975066,30482400
Bristol Bay,Nushagak,Total,2023,3.25,Naive4,9832511,3397646,5765698,9311179,13552754,17503618
Bristol Bay,Nushagak,Total,2023,3.5833333333333335,TimeSeriesExpSmoothNoBC,11018724,4535488,6793294,10207481,13918374,18818351
Bristol Bay,Nushagak,Total,2024,2.4166666666666665,Naive4,10117129,4098173,6366235,9593289,13787788,18147900
Bristol Bay,Nushagak,Total,2024,3.3333333333333335,TimeSeriesArimaNoBC,9062497,3701221,5392306,8216891,11807924,15529026
Bristol Bay,Nushagak,Total,2024,3.3333333333333335,TimeSeriesExpSmoothNoBC,9192465,3181949,5212970,8119671,11768349,15538217
Bristol Bay,Nushagak,Total,2025,2.5833333333333335,TimeSeriesArimaNoBC,9848257,3459646,5651758,9202076,13092594,17334713
Bristol Bay,Nushagak,Total,2025,2.8333333333333335,TimeSeriesExpSmoothNoBC,6160256,2371271,3781042,5633858,8085817,10509512
Bristol Bay,Nushagak,Total,2025,3.25,Naive4,10616959,3892903,6365684,9444965,13569012,16734668
Bristol Bay,Nushagak,Total,2026,2.8333333333333335,Naive4,9689045,3857245,6149126,9030720,12960759,16833653
Bristol Bay,Nushagak,Total,2026,3.1666666666666665,TimeSeriesArimaNoBC,14135097,5322058,8956462,12761126,19062860,24963756
Bristol Bay,Nushagak,Total,2026,4,SibRegKalman,9600225,2649649,5010286,8771988,14853992,20435046
Bristol Bay,Ugashik,Age 3,2021,3.25,Naive8,56402,1920,9454,46935,222791,687055
Bristol Bay,Ugashik,Age 3,2021,3.4166666666666665,SibRegSimple,54294,1434,7016,37594,246164,811875
Bristol Bay,Ugashik,Age 3,2021,3.4166666666666665,SibRegLogPower,54294,736,5295,35902,181226,556329
Bristol Bay,Ugashik,Age 3,2021,3.4166666666666665,SibRegKalman,54294,1226,5878,40706,173210,544308
Bristol Bay,Ugashik,Age 3,2022,3.0833333333333335,Naive8,57745,1620,8918,44348,192342,548510
Bristol Bay,Ugashik,Age 3,2022,3.25,SibRegSimple,52470,1486,6874,38820,185877,535968
Bristol Bay,Ugashik,Age 3,2022,3.25,SibRegLogPower,52470,867,6664,40131,209764,726146
Bristol Bay,Ugashik,Age 3,2022,3.25,SibRegKalman,52470,1373,7778,35492,181932,633371
Bristol Bay,Ugashik,Age 3,2023,3,SibRegSimple,39893,758,4098,25599,147811,361077
Bristol Bay,Ugashik,Age 3,2023,3,SibRegLogPower,39893,1081,5186,26318,162729,567670
Bristol Bay,Ugashik,Age 3,2023,3,SibRegKalman,39893,901,5207,28214,174555,566215
Bristol Bay,Ugashik,Age 3,2024,2.5833333333333335,Naive8,58780,2208,10742,54040,221060,695627
Bristol Bay,Ugashik,Age 3,2024,3.5833333333333335,SibRegSimple,71274,1225,9068,48850,262914,829512
Bristol Bay,Ugashik,Age 3,2024,3.5833333333333335,SibRegLogPower,71274,1786,8794,45849,279163,837213
Bristol Bay,Ugashik,Age 3,2024,3.5833333333333335,SibRegKalman,71274,1552,9182,39514,223176,606018
Bristol Bay,Ugashik,Age 3,2025,2.3333333333333335,Naive8,57750,1888,8062,38957,173450,515088
Bristol Bay,Ugashik,Age 3,2025,3.6666666666666665,SibRegSimple,64840,1283,6398,46636,202916,569006
Bristol Bay,Ugashik,Age 3,2025,3.6666666666666665,SibRegLogPower,64840,1262,7084,49117,229412,777861
Bristol Bay,Ugashik,Age 3,2025,3.6666666666666665,SibRegKalman,64840,2107,9736,59310,254289,939889
Bristol Bay,Ugashik,Age 3,2026,2.3333333333333335,Naive8,52630,2028,9221,39315,169713,486194
Bristol Bay,Ugashik,Age 3,2026,3.6666666666666665,SibRegSimple,49976,1208,5400,37415,170134,589850
Bristol Bay,Ugashik,Age 3,2026,3.6666666666666665,SibRegLogPower,49976,1315,6680,30575,151896,485224
Bristol Bay,Ugashik,Age 3,2026,3.6666666666666665,SibRegKalman,49976,1198,6736,36812,179914,509031
Bristol Bay,Ugashik,Age 4,2021,2,TimeSeriesArimaNoBC,2397564,124862,477314,1725580,6296940,16013124
Bristol Bay,Ugashik,Age 4,2021,2.4166666666666665,Naive8,2325151,494610,989860,1936226,3867315,6185044
Bristol Bay,Ugashik,Age 4,2021,2.75,Naive4,2842406,636754,1232022,2688747,4773906,6966254
Bristol Bay,Ugashik,Age 4,2022,2,TimeSeriesArimaNoBC,3790482,246496,773833,3085303,8509498,23423176
Bristol Bay,Ugashik,Age 4,2022,2.5833333333333335,Naive4,3551706,800165,1637829,3029494,5464072,8625701
Bristol Bay,Ugashik,Age 4,2022,2.5833333333333335,Naive8,3115136,682076,1356642,2713762,5234471,8531318
Bristol Bay,Ugashik,Age 4,2023,2.3333333333333335,Naive8,3188554,644065,1179038,2538475,4771514,7450989
Bristol Bay,Ugashik,Age 4,2023,2.3333333333333335,TimeSeriesArimaNoBC,2830445,143294,569622,2175770,6495998,13192690
Bristol Bay,Ugashik,Age 4,2023,2.6666666666666665,Naive4,3196329,630146,1349709,2596439,4869850,7754859
Bristol Bay,Ugashik,Age 4,2024,1.8333333333333333,TimeSeriesExpSmoothNoBC,1503052,29059,170943,1152285,6386444,19172493
Bristol Bay,Ugashik,Age 4,2024,2.6666666666666665,TimeSeriesArimaNoBC,2317610,175240,563870,1834587,7199785,19329299
Bristol Bay,Ugashik,Age 4,2024,2.9166666666666665,Naive8,2891641,584995,1175998,2302963,5211353,8081926
Bristol Bay,Ugashik,Age 4,2025,2.4166666666666665,Naive8,3232892,676544,1354234,2788456,5086601,8850927
Bristol Bay,Ugashik,Age 4,2025,2.4166666666666665,TimeSeriesExpSmoothNoBC,1659904,44848,174019,1119430,5858190,17252732
Bristol Bay,Ugashik,Age 4,2025,2.9166666666666665,TimeSeriesArimaNoBC,5367618,279658,863344,4111648,12492092,32769032
Bristol Bay,Ugashik,Age 4,2026,2.1666666666666665,TimeSeriesExpSmoothNoBC,1711628,42278,195093,1257627,5113069,13627726
Bristol Bay,Ugashik,Age 4,2026,2.3333333333333335,Naive8,3051209,679972,1188892,2370313,5271710,8493124
Bristol Bay,Ugashik,Age 4,2026,3.1666666666666665,Naive4,2550712,542907,1003008,2184424,3935002,6185503
Bristol Bay,Ugashik,Age 4,2026,3.1666666666666665,TimeSeriesArimaNoBC,2893868,179436,529646,2254865,7421064,18757785
Bristol Bay,Ugashik,Age 5,2021,2.3333333333333335,TimeSeriesExpSmoothNoBC,1952746,87006,324500,1410797,5056591,12932472
Bristol Bay,Ugashik,Age 5,2021,3,Naive8,1874973,566020,1004684,1616506,2901250,4152060
Bristol Bay,Ugashik,Age 5,2021,3.5,SibRegKalman,2789681,1081393,1669994,2500684,3943475,5378275
Bristol Bay,Ugashik,Age 5,2022,2.25,TimeSeriesExpSmoothNoBC,2483891,155786,680006,2154879,7396875,19339080
Bristol Bay,Ugashik,Age 5,2022,3.0833333333333335,Naive8,2094112,740650,1158680,1895875,2965980,4095654
Bristol Bay,Ugashik,Age 5,2022,3.5,SibRegKalman,4730893,1762709,2706202,4253516,6556853,8851840
Bristol Bay,Ugashik,Age 5,2023,2.5833333333333335,TimeSeriesExpSmoothNoBC,3730909,155013,601083,2578149,8846854,25408902
Bristol Bay,Ugashik,Age 5,2023,2.8333333333333335,SibRegKalman,1940227,715207,1141282,1810066,2648948,3489594
Bristol Bay,Ugashik,Age 5,2023,3.5833333333333335,Naive8,2797599,903690,1434498,2323720,3900960,5543890
Bristol Bay,Ugashik,Age 5,2024,2.4166666666666665,TimeSeriesExpSmoothNoBC,3341951,170894,688750,2551061,10557124,31493194
Bristol Bay,Ugashik,Age 5,2024,3.1666666666666665,Naive8,2990524,828970,1535474,2587570,4431073,6170674
Bristol Bay,Ugashik,Age 5,2024,3.25,SibRegKalman,1508064,628159,889316,1404289,2122428,3092696
Bristol Bay,Ugashik,Age 5,2025,3,Naive8,2704175,812099,1386499,2548047,3977784,5368438
Bristol Bay,Ugashik,Age 5,2025,3,TimeSeriesExpSmoothNoBC,2676862,137165,532524,1995540,6848009,16490917
Bristol Bay,Ugashik,Age 5,2025,3.0833333333333335,SibRegKalman,4883445,1828045,2689012,4393261,6524390,8402186
Bristol Bay,Ugashik,Age 5,2026,2.8333333333333335,SibRegKalman,2555721,1014039,1547028,2358156,3441798,4404403
Bristol Bay,Ugashik,Age 5,2026,2.8333333333333335,TimeSeriesExpSmoothNoBC,2774037,161895,545334,2287248,7374716,17588025
Bristol Bay,Ugashik,Age 5,2026,3.0833333333333335,Naive8,2804937,917939,1515902,2646867,4203882,5746897
Bristol Bay,Ugashik,Age 6,2021,1.3333333333333333,TimeSeriesExpSmoothNoBC,74535,15691,33168,70014,134730,223532
Bristol Bay,Ugashik,Age 6,2021,2.5,TimeSeriesArimaNoBC,269531,10844,53998,267280,944315,2209164
Bristol Bay,Ugashik,Age 6,2021,4.166666666666667,SibRegKalman,169451,45257,75366,154975,317678,486140
Bristol Bay,Ugashik,Age 6,2022,1.3333333333333333,TimeSeriesExpSmoothNoBC,205414,40771,85044,193002,406378,664839
Bristol Bay,Ugashik,Age 6,2022,2.5,TimeSeriesArimaNoBC,430612,21843,87516,388286,1662372,5710108
Bristol Bay,Ugashik,Age 6,2022,4.166666666666667,SibRegKalman,355204,88114,165226,317229,594056,969135
Bristol Bay,Ugashik,Age 6,2023,1.3333333333333333,TimeSeriesExpSmoothNoBC,233476,51848,98487,230661,433054,771764
Bristol Bay,Ugashik,Age 6,2023,2.1666666666666665,TimeSeriesArimaNoBC,257542,8583,38690,183066,819770,1771267
Bristol Bay,Ugashik,Age 6,2023,3.8333333333333335,SibRegKalman,510712,133201,212017,462429,810490,1321245
Bristol Bay,Ugashik,Age 6,2024,1.6666666666666667,TimeSeriesExpSmoothNoBC,625848,126045,263354,518630,1027231,1689898
Bristol Bay,Ugashik,Age 6,2024,2.3333333333333335,TimeSeriesArimaNoBC,964576,24607,149164,758141,2751392,6884599
Bristol Bay,Ugashik,Age 6,2024,3.8333333333333335,SibRegKalman,299920,74959,141800,272772,464324,722791
Bristol Bay,Ugashik,Age 6,2025,1.5,TimeSeriesExpSmoothNoBC,617816,123254,270502,508394,1031634,1682637
Bristol Bay,Ugashik,Age 6,2025,1.8333333333333333,TimeSeriesArimaNoBC,569734,22760,108998,446717,1609010,5142526
Bristol Bay,Ugashik,Age 6,2025,4.166666666666667,SibRegKalman,216468,62118,106666,196032,344706,617091
Bristol Bay,Ugashik,Age 6,2026,1.3333333333333333,TimeSeriesExpSmoothNoBC,365933,87668,171204,300787,594141,940000
Bristol Bay,Ugashik,Age 6,2026,1.6666666666666667,TimeSeriesArimaNoBC,0,0,0,0,2,9
Bristol Bay,Ugashik,Age 6,2026,3.8333333333333335,SibRegKalman,454213,124546,223100,429939,820686,1250087
Bristol Bay,Ugashik,Total,2021,1.6666666666666667,Naive4,5030392,1929606,2954477,4627357,6823371,9398757
Bristol Bay,Ugashik,Total,2021,2,TimeSeriesExpSmoothNoBC,4441138,1109929,2130320,4043708,6813988,9207095
Bristol Bay,Ugashik,Total,2021,3,TimeSeriesArimaNoBC,4724629,1383749,2634852,4434816,6653396,9119615
Bristol Bay,Ugashik,Total,2022,1.6666666666666667,Naive4,6077242,1962484,3409507,5413769,7697700,10924962
Bristol Bay,Ugashik,Total,2022,2.1666666666666665,TimeSeriesExpSmoothNoBC,4208774,1066117,2108346,3562537,5889090,8666676
Bristol Bay,Ugashik,Total,2022,3,TimeSeriesArimaNoBC,7170056,2268197,3774586,6225862,9682927,13257649
Bristol Bay,Ugashik,Total,2023,1.6666666666666667,Naive4,6768866,2229324,3628474,5816930,8559298,11374109
Bristol Bay,Ugashik,Total,2023,2.3333333333333335,TimeSeriesExpSmoothNoBC,5502430,1392579,2649860,4432354,7860676,11302164
Bristol Bay,Ugashik,Total,2023,2.8333333333333335,TimeSeriesArimaNoBC,7059354,2247833,3802543,6167669,9194736,13347269
Bristol Bay,Ugashik,Total,2024,1.75,Naive4,6962180,2788386,4129732,6253473,9026500,11575482
Bristol Bay,Ugashik,Total,2024,2.3333333333333335,TimeSeriesExpSmoothNoBC,5546703,1460199,2588765,4403899,7469248,10821290
Bristol Bay,Ugashik,Total,2024,2.75,TimeSeriesArimaNoBC,5668669,1802974,2983924,5156486,7773184,10665528
Bristol Bay,Ugashik,Total,2025,1.6666666666666667,Naive4,7681043,2971918,4251525,7226598,10438464,13967137
Bristol Bay,Ugashik,Total,2025,2.3333333333333335,TimeSeriesExpSmoothNoBC,5023923,1377528,2362292,4504327,7734214,11447057
Bristol Bay,Ugashik,Total,2025,2.8333333333333335,TimeSeriesArimaNoBC,8800877,2891190,4404024,7599692,11928904,16358280
Bristol Bay,Ugashik,Total,2026,1.6666666666666667,Naive4,6361259,2312403,3849413,5646116,8549514,10945055
Bristol Bay,Ugashik,Total,2026,2.3333333333333335,TimeSeriesExpSmoothNoBC,4912797,1267880,2244002,4045043,7060104,10241994
Bristol Bay,Ugashik,Total,2026,3.1666666666666665,Naive8,6219251,1773218,3283242,5311713,8571663,11210333
Bristol Bay,Ugashik,Total,2026,3.1666666666666665,TimeSeriesArimaNoBC,7428068,2394739,3760092,5961059,9134502,13053987
Bristol Bay,Wood,Age 3,2021,3.1666666666666665,Naive8,78051,552,5428,44188,362504,1598168
Bristol Bay,Wood,Age 3,2021,3.5,TimeSeriesExpSmoothNoBC,48165,369,3050,28482,212206,1085806
Bristol Bay,Wood,Age 3,2021,4.333333333333333,Naive4,71782,423,3612,26541,210674,1121267
Bristol Bay,Wood,Age 3,2022,3,TimeSeriesExpSmoothNoBC,43964,319,2192,22572,191445,733230
Bristol Bay,Wood,Age 3,2022,3.75,TimeSeriesExpSmoothBC,10820,67,660,5829,54948,252582
Bristol Bay,Wood,Age 3,2022,3.8333333333333335,Naive8,73888,735,4294,44569,335144,1353407
Bristol Bay,Wood,Age 3,2023,3.4166666666666665,TimeSeriesExpSmoothBC,11625,103,1038,7342,63029,402036
Bristol Bay,Wood,Age 3,2023,3.6666666666666665,TimeSeriesExpSmoothNoBC,39945,278,2360,21938,154168,908478
Bristol Bay,Wood,Age 3,2023,3.9166666666666665,TimeSeriesArimaBC,11362,115,1110,9155,46368,186439
Bristol Bay,Wood,Age 3,2024,3,TimeSeriesExpSmoothNoBC,41641,545,2675,18511,127086,746055
Bristol Bay,Wood,Age 3,2024,3.8333333333333335,TimeSeriesExpSmoothBC,10990,77,495,3891,33670,154455
Bristol Bay,Wood,Age 3,2024,4.166666666666667,TimeSeriesArimaBC,11538,61,624,6845,40471,179218
Bristol Bay,Wood,Age 3,2025,3.4166666666666665,TimeSeriesExpSmoothBC,32602,248,1826,30072,216058,872094
Bristol Bay,Wood,Age 3,2025,3.5,TimeSeriesExpSmoothNoBC,39123,350,2543,23794,161404,576084
Bristol Bay,Wood,Age 3,2025,3.9166666666666665,TimeSeriesArimaBC,42314,336,3415,28392,231842,880494
Bristol Bay,Wood,Age 3,2026,3.1666666666666665,TimeSeriesExpSmoothBC,11200,107,1070,10866,71833,359398
Bristol Bay,Wood,Age 3,2026,3.5,TimeSeriesExpSmoothNoBC,35289,266,2788,25329,185910,806823
Bristol Bay,Wood,Age 3,2026,4.166666666666667,TimeSeriesArimaBC,11036,82,792,8345,65208,317403
Bristol Bay,Wood,Age 4,2021,2.8333333333333335,TimeSeriesExpSmoothBC,5922572,2113117,3308512,5200745,8375112,11697765
Bristol Bay,Wood,Age 4,2021,3.3333333333333335,SibRegKalman,3828189,1562684,2351669,3491758,5231178,6816280
Bristol Bay,Wood,Age 4,2021,4.083333333333333,Naive4,10931056,3758450,5507200,9751237,15895400,22390853
Bristol Bay,Wood,Age 4,2021,4.083333333333333,TimeSeriesExpSmoothNoBC,6060852,2062579,3196182,5208261,8108610,11453341
Bristol Bay,Wood,Age 4,2022,3.25,Naive4,11297544,3843139,6021130,10159805,16512812,22627071
Bristol Bay,Wood,Age 4,2022,3.5,TimeSeriesExpSmoothBC,9067668,3008746,4588124,7819863,12342790,17757637
Bristol Bay,Wood,Age 4,2022,4,SibRegKalman,2179807,860098,1259610,1949276,2925238,4293898
Bristol Bay,Wood,Age 4,2023,3.25,Naive4,8110394,2961792,5149900,8362588,12320245,16948093
Bristol Bay,Wood,Age 4,2023,3.6666666666666665,TimeSeriesExpSmoothBC,8765532,3091232,4842074,7778418,12063050,16563330
Bristol Bay,Wood,Age 4,2023,4.166666666666667,SibRegKalman,2188988,781481,1317158,1969881,3139744,4195926
Bristol Bay,Wood,Age 4,2024,3.5833333333333335,Naive4,6937554,2277595,3580087,6183237,9642082,13526202
Bristol Bay,Wood,Age 4,2024,3.5833333333333335,TimeSeriesExpSmoothNoBC,7019566,2575041,3943712,6290427,9880219,12773142
Bristol Bay,Wood,Age 4,2024,3.8333333333333335,SibRegKalman,5748388,2124414,3227518,5145578,7806828,9988976
Bristol Bay,Wood,Age 4,2025,3.6666666666666665,Naive4,8069459,2613480,4341998,6938465,10490772,14847860
Bristol Bay,Wood,Age 4,2025,3.6666666666666665,TimeSeriesExpSmoothNoBC,6798262,2616665,4012607,6354532,9500176,13353051
Bristol Bay,Wood,Age 4,2025,3.8333333333333335,SibRegKalman,2760834,1166635,1602662,2407625,3609350,4794338
Bristol Bay,Wood,Age 4,2026,3.25,TimeSeriesExpSmoothNoBC,6614937,2174251,3412418,5703801,9120624,11743282
Bristol Bay,Wood,Age 4,2026,3.8333333333333335,Naive4,6671715,2498698,3667290,5862445,9091392,12601068
